user_id,gender,state_group,age,output,COUNT(transactions1to30days_purchase),SUM(transactions1to30days_purchase.amount),MEAN(transactions1to30days_purchase.amount),COUNT(transactions31to60days_purchase),SUM(transactions31to60days_purchase.amount),MEAN(transactions31to60days_purchase.amount),COUNT(transactions1to30days_clabeInc),SUM(transactions1to30days_clabeInc.amount),MEAN(transactions1to30days_clabeInc.amount),COUNT(transactions31to60days_clabeInc),SUM(transactions31to60days_clabeInc.amount),MEAN(transactions31to60days_clabeInc.amount),COUNT(transactions1to30days_clabeOut),SUM(transactions1to30days_clabeOut.amount),MEAN(transactions1to30days_clabeOut.amount),COUNT(transactions31to60days_clabeOut),SUM(transactions31to60days_clabeOut.amount),MEAN(transactions31to60days_clabeOut.amount),COUNT(transactions1to30days_atm),SUM(transactions1to30days_atm.amount),MEAN(transactions1to30days_atm.amount),COUNT(transactions31to60days_atm),SUM(transactions31to60days_atm.amount),MEAN(transactions31to60days_atm.amount),MEAN(balance1to30days.current_balance),MEAN(balance31to60days.current_balance),ratioCableInOut_1to30days,ratioCableInOut_31to60days,ratioBalanceClabeIn_1to30days,ratioBalanceClabeIn_31to60days,MEAN(transactionsDaily1to30days_purchase.amount),MEAN(transactionsDaily31to60days_purchase.amount),MEAN(transactionsDaily1to30days_clabeOut.amount),MEAN(transactionsDaily31to60days_clabeOut.amount),MEAN(transactionsDaily1to30days_clabeInc.amount),MEAN(transactionsDaily31to60days_clabeInc.amount),MEAN(transactionsDaily1to30days_atm.amount),MEAN(transactionsDaily31to60days_atm.amount),disbursement_date,month
205be3ad-e3ff-49c4-ac3d-ccf994d7f397,FEMALE,pacific,46,0,1,49.0,49.0,0,0.0,0.0,7,1635.0,233.57142857142856,0,0.0,0.0,3,1475.0,491.6666666666667,0,0.0,0.0,1,135.84,135.84,0,0.0,0.0,48.20190476190474,0.0,0.4285714285714285,0.0,0.0294812873161496,0.0,49.0,0.0,491.6666666666667,0.0,309.0,0.0,135.84,0.0,2021-04-09,202104
793cf20d-ac5f-42af-9d83-1d705650d7e2,MALE,pacific,37,0,8,1691.18,211.3975,10,3537.89,353.789,6,1804.0,300.6666666666667,4,5958.0,1489.5,1,300.0,300.0,2,1770.96,885.48,0,0.0,0.0,1,635.84,635.84,93.37821428571428,331.8988888888889,0.1666666666666666,0.5,0.0517617595818815,0.0557064264667487,212.9025,428.0275,300.0,885.48,270.4433333333333,1489.5,0.0,635.84,2021-02-18,202102
b3680c2e-93be-4acb-8180-b50521ddc489,MALE,south_mexico,39,1,10,350.0,35.0,0,0.0,0.0,12,10437.88,869.8233333333334,0,0.0,0.0,12,10187.0,848.9166666666666,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,34.544,0.0,1.0,0.0,0.0033094843014098,0.0,35.0,0.0,749.0714285714286,0.0,692.9925,0.0,0.0,0.0,2021-03-25,202103
2d851f3e-fcdb-4397-af1d-b30c07dcde5c,MALE,central_mexico,24,1,8,1174.2,146.775,0,0.0,0.0,15,12266.24,817.7493333333333,1,50.0,50.0,16,9966.0,622.875,1,50.0,50.0,1,334.22,334.22,0,0.0,0.0,2135.984999999999,0.0,1.0666666666666669,1.0,0.1741352688354377,0.0,129.86200000000002,0.0,927.7966666666666,50.0,1022.39,50.0,334.22,0.0,2021-04-21,202104
f81c98c9-8305-4143-a758-6b1f4b9cbc15,MALE,central_mexico,30,0,1,23.5,23.5,4,419.0,104.75,1,500.0,500.0,1,650.0,650.0,1,33.5,33.5,0,0.0,0.0,1,468.0,468.0,1,230.74,230.74,37.61714285714286,69.64285714285714,1.0,0.0,0.0752342857142857,0.1071428571428571,23.5,119.835,33.5,0.0,500.0,650.0,468.0,230.74,2021-03-23,202103
2e07e7d1-4db3-451d-9cde-3ab36d239a15,MALE,north_mexico,26,0,13,1532.7199999999998,117.90153846153844,0,0.0,0.0,5,1186.0,237.2,3,386.0,128.66666666666666,1,220.0,220.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,442.8171428571432,132.0,0.2,0.0,0.3733702722235608,0.3419689119170984,106.34555555555556,0.0,220.0,0.0,237.2,128.66666666666666,0.0,0.0,2021-03-03,202103
8bb7d07c-0537-470f-af67-860eec28fb49,FEMALE,central_mexico,28,0,40,16225.75,405.64375,21,4605.07,219.2890476190476,27,33827.0,1252.851851851852,12,9663.0,805.25,15,17826.0,1188.4,7,5010.0,715.7142857142857,0,0.0,0.0,0,0.0,0.0,1532.6407142857145,1045.5135714285714,0.5555555555555556,0.5833333333333334,0.0453082068846103,0.1081976168300291,279.78684210526313,237.56333333333336,1185.2916666666667,630.8333333333334,1185.1053333333334,784.5625,0.0,0.0,2021-02-18,202102
cb96df4a-d216-468c-b290-e1761a3f5617,FEMALE,central_mexico,22,0,15,3113.26,207.55066666666667,0,0.0,0.0,11,9065.0,824.0909090909091,1,50.0,50.0,9,5077.0,564.1111111111111,0,0.0,0.0,2,970.06,485.03,0,0.0,0.0,442.537142857143,46.875,0.8181818181818182,0.0,0.0488182176345441,0.9375,176.24200000000002,0.0,493.805,0.0,737.38,50.0,485.03,0.0,2021-04-21,202104
b1f4050e-3485-4a00-8b06-c0c1e8b47197,FEMALE,central_mexico,32,0,1,99.0,99.0,0,0.0,0.0,1,100.0,100.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7.857142857142857,0.0,0.0,0.0,0.0785714285714285,0.0,99.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2020-12-23,202012
d57a8d9d-3f14-45d3-9eb6-9cbf152dc022,MALE,north_mexico,20,0,22,3686.38,167.56272727272727,0,0.0,0.0,9,11729.0,1303.2222222222222,1,120.0,120.0,13,7766.0,597.3846153846154,0,0.0,0.0,1,435.84,435.84,0,0.0,0.0,618.2321428571428,80.0,1.4444444444444444,0.0,0.0527097061008732,0.6666666666666666,175.54615384615383,0.0,619.2033333333334,0.0,1303.2222222222222,120.0,435.84,0.0,2021-02-18,202102
48214096-7c66-4fa0-bba2-ba09ac0f23d1,MALE,south_mexico,23,1,12,1568.0,130.66666666666666,1,30.0,30.0,7,4400.0,628.5714285714286,7,1095.0,156.42857142857142,6,2762.0,460.3333333333333,5,1050.0,210.0,0,0.0,0.0,0,0.0,0.0,396.2142857142857,12.142857142857142,0.8571428571428571,0.7142857142857143,0.0900487012987013,0.0110893672537508,190.04166666666663,30.0,460.3333333333333,212.5,641.6666666666666,153.33333333333334,0.0,0.0,2021-01-25,202101
1f79ef3c-a283-497e-bf84-946e70c74c7f,FEMALE,central_mexico,23,0,11,2157.67,196.1518181818182,1,196.0,196.0,5,2380.0,476.0,1,200.0,200.0,1,8.99,8.99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,239.57857142857145,16.714285714285715,0.2,0.0,0.1006632653061224,0.0835714285714285,220.9322222222222,196.0,8.99,0.0,476.0,200.0,0.0,0.0,2020-12-14,202012
ec2c5a7d-239a-4f24-84cf-4dd82eb32ac8,MALE,bajio,22,1,2,392.76,196.38,5,279.0,55.8,4,1161.0,290.25,7,1328.9,189.8428571428572,2,1789.0,894.5,3,1026.0,342.0,1,473.2,473.2,0,0.0,0.0,54.19499999999997,60.22714285714285,0.5,0.4285714285714285,0.0466795865633074,0.0453210496328864,196.38,34.875,894.5,342.0,311.8333333333333,220.46,473.2,0.0,2021-04-05,202104
d4d6f274-c0d0-4a8d-abaa-c589db99610a,MALE,south_mexico,22,0,3,821.1,273.7,6,1649.23,274.87166666666667,7,1662.0,237.42857142857144,4,1069.68,267.42,3,840.0,280.0,1,120.0,120.0,0,0.0,0.0,0,0.0,0.0,216.2175000000001,159.19535714285698,0.4285714285714285,0.25,0.1300947653429603,0.1488252160859855,273.7,396.8075,280.0,120.0,219.2,241.56000000000003,0.0,0.0,2021-04-14,202104
4b7ffc7f-3efb-4f17-a0cb-babd94cc8dea,MALE,bajio,32,1,15,1537.89,102.526,0,0.0,0.0,12,3360.03,280.0025,0,0.0,0.0,5,788.13,157.626,0,0.0,0.0,1,1030.74,1030.74,0,0.0,0.0,97.75464285714288,0.0,0.4166666666666667,0.0,0.0290933839451263,0.0,89.53833333333334,0.0,131.3766666666667,0.0,263.6683333333333,0.0,1030.74,0.0,2021-03-18,202103
23092de2-b256-44f6-a4ad-85f920dc7e64,MALE,golfo,31,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,38.0,37.85714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-27,202101
2ce0bb37-d432-42e6-8677-035e01bfddc8,FEMALE,central_mexico,19,0,7,1955.38,279.34,13,3481.79,267.83,6,2874.3,479.05,3,3500.0,1166.6666666666667,4,1037.0,259.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,161.69392857142864,668.1078571428569,0.6666666666666666,0.0,0.0562550633446156,0.1908879591836734,283.502,328.006,259.25,0.0,429.2375,1166.6666666666667,0.0,0.0,2021-02-19,202102
4c0f0445-40b2-4c83-a695-3dad02335a5b,MALE,central_mexico,34,0,6,530.89,88.48166666666667,3,0.0,0.0,4,1925.0,481.25,3,136.0,45.333333333333336,3,1479.0,493.0,1,45.0,45.0,0,0.0,0.0,0,0.0,0.0,95.30107142857148,11.375,0.75,0.3333333333333333,0.0495070500927644,0.0836397058823529,96.075,0.0,493.0,45.0,481.25,45.25,0.0,0.0,2021-03-08,202103
57bb6a55-b781-4f20-88a1-7a4389d320c1,MALE,central_mexico,25,1,9,2039.8,226.64444444444445,4,459.6,114.9,3,10700.0,3566.6666666666665,1,5000.0,5000.0,5,8525.0,1705.0,1,3900.0,3900.0,0,0.0,0.0,1,1534.68,1534.68,548.1414285714285,1131.1085714285712,1.6666666666666667,1.0,0.051228170894526,0.2262217142857142,208.6925,116.3,1508.3333333333333,3900.0,3566.6666666666665,5000.0,0.0,1534.68,2021-02-18,202102
ed658692-e305-4641-95d3-67229cf026e7,MALE,central_mexico,23,1,8,1793.59,224.19875,4,504.67,126.1675,3,9123.07,3041.023333333333,3,1649.0,549.6666666666666,5,8182.57,1636.514,1,100.0,100.0,1,230.74,230.74,0,0.0,0.0,1513.9592857142836,413.5952631578947,1.6666666666666667,0.3333333333333333,0.1659484456125277,0.2508158054323194,220.3,126.17,1895.6425,100.0,3780.77,549.6666666666666,230.74,0.0,2021-02-18,202102
574cd0d8-9cb4-450d-8c1f-70e09d9b0d7e,MALE,central_mexico,53,0,5,543.5,108.7,0,0.0,0.0,2,5600.0,2800.0,0,0.0,0.0,1,4400.0,4400.0,0,0.0,0.0,1,234.8,234.8,0,0.0,0.0,872.771428571429,0.0,0.5,0.0,0.1558520408163266,0.0,108.7,0.0,4400.0,0.0,2800.0,0.0,234.8,0.0,2021-03-09,202103
985e5423-2cab-4245-9dc8-f6de7a9f19d3,MALE,central_mexico,31,0,7,536.8,76.68571428571428,1,45.0,45.0,5,3600.65,720.13,2,710.0,355.0,7,1071.0,153.0,2,440.0,220.0,4,2096.1,524.025,1,146.28,146.28,277.25928571428574,39.74400000000001,1.4,1.0,0.0770025650130631,0.0559774647887324,79.08,45.0,157.58333333333334,220.0,720.13,355.0,524.025,146.28,2021-03-19,202103
f54d3f45-191c-4212-bafe-53c808e07d80,MALE,central_mexico,51,1,15,4699.13,313.2753333333333,11,6178.820000000001,561.7109090909091,11,26900.0,2445.454545454545,9,25500.0,2833.333333333333,15,25791.0,1719.4,6,13740.0,2290.0,1,2046.28,2046.28,0,0.0,0.0,1605.794642857143,2482.464285714286,1.3636363636363635,0.6666666666666666,0.0596949681359532,0.0973515406162465,364.5255555555556,568.7366666666667,1502.683,2242.5,2516.6666666666665,2875.0,2046.28,0.0,2021-01-25,202101
ae926ef2-1a41-4953-911f-980080d646d3,MALE,central_mexico,36,0,2,154.0,77.0,0,0.0,0.0,1,1000.0,1000.0,1,100.0,100.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,658.9642857142857,14.285714285714286,0.0,0.0,0.6589642857142857,0.1428571428571428,77.0,0.0,0.0,0.0,1000.0,100.0,0.0,0.0,2021-02-17,202102
e915939b-4714-49fb-8374-078a76f0c7a0,MALE,central_mexico,26,1,6,406.0,67.66666666666667,0,0.0,0.0,3,3240.0,1080.0,3,1100.0,366.6666666666667,5,1787.0,357.4,3,1100.0,366.6666666666667,1,1046.28,1046.28,0,0.0,0.0,119.74285714285703,0.0,1.6666666666666667,1.0,0.0369576719576719,0.0,55.75,0.0,321.75,400.0,1080.0,400.0,1046.28,0.0,2021-03-05,202103
5e71abae-6cb7-44b8-a6a7-fd4d1b20952e,MALE,central_mexico,35,0,4,823.9000000000001,205.975,1,348.7,348.7,0,0.0,0.0,1,1000.0,1000.0,0,0.0,0.0,0,0.0,0.0,2,7068.4400000000005,3534.2200000000003,0,0.0,0.0,3980.625,630.9821428571428,0.0,0.0,0.0,0.6309821428571428,210.85,348.7,0.0,0.0,0.0,1000.0,3534.22,0.0,2021-03-25,202103
e8d5c23c-1307-4726-bc16-2ca06c3c28b0,FEMALE,north_mexico,25,0,6,594.5799999999999,99.09666666666664,0,0.0,0.0,9,5895.38,655.0422222222222,2,1000.01,500.005,10,5300.82,530.082,2,1000.0,500.0,0,0.0,0.0,0,0.0,0.0,92.3475,7.156071428571432,1.1111111111111112,1.0,0.0156643846537458,0.0071559998685727,125.7,0.0,600.0683333333333,500.0,629.54,500.01,0.0,0.0,2021-03-23,202103
ead77081-ec1e-43b9-8b20-7a551d790280,MALE,central_mexico,22,0,7,226.0,32.285714285714285,4,61.0,15.25,2,130.0,65.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,38.552857142857135,72.26000000000002,0.0,0.0,0.2965604395604395,0.0,35.166666666666664,17.333333333333332,0.0,0.0,65.0,0.0,0.0,0.0,2021-04-08,202104
aa5cff6c-0f73-4e53-9fdc-1e94cca3c8c6,MALE,central_mexico,44,0,4,284.77,71.1925,6,146.09,24.348333333333333,2,300.4,150.2,3,750.0,250.0,0,0.0,0.0,2,601.0,300.5,0,0.0,0.0,0,0.0,0.0,40.37999999999998,48.23470588235293,0.0,0.6666666666666666,0.1344207723035951,0.0643129411764705,94.92333333333332,36.5225,0.0,300.5,150.2,250.0,0.0,0.0,2020-12-14,202012
1770340b-76e0-44dd-a128-1791538f62af,MALE,central_mexico,33,0,0,0.0,0.0,1,3.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.019999999999998,5.7700000000000005,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-18,202102
e67fb18c-e4de-42c8-a07a-c8e225bf7687,MALE,pacific,29,0,5,499.26,99.852,23,5789.34,251.7104347826087,5,468.0,93.6,14,6616.0,472.57142857142856,0,0.0,0.0,4,851.0,212.75,0,0.0,0.0,1,234.22,234.22,56.777142857142856,404.0607142857143,0.0,0.2857142857142857,0.1213186813186813,0.0610732639488685,99.852,223.9453333333333,0.0,212.75,96.0,388.9583333333333,0.0,234.22,2021-02-19,202102
e6ede6cf-e993-4a54-863a-a69a0ed4b73f,MALE,caribbean,38,0,1,189.5,189.5,0,0.0,0.0,1,2000.0,2000.0,2,550.0,275.0,0,0.0,0.0,0,0.0,0.0,1,235.84,235.84,0,0.0,0.0,368.482857142857,550.0,0.0,0.0,0.1842414285714285,1.0,189.5,0.0,0.0,0.0,2000.0,275.0,235.84,0.0,2021-04-19,202104
4291832b-8efa-46f7-9f18-4034710ff990,MALE,central_mexico,29,1,1,13.89,13.89,6,540.7099999999999,90.11833333333333,2,53.0,26.5,11,3466.5199999999995,315.1381818181817,1,36.48,36.48,8,2931.42,366.4275,0,0.0,0.0,0,0.0,0.0,3.1942857142857144,28.921785714285715,0.5,0.7272727272727273,0.0602695417789757,0.0083431757827116,13.89,133.1275,36.48,409.68,26.5,410.39125,0.0,0.0,2021-02-18,202102
0bb7d207-3371-463e-9226-0d5d30c4d0a9,FEMALE,central_mexico,34,0,1,179.25,179.25,0,0.0,0.0,13,11935.0,918.0769230769232,0,0.0,0.0,6,10612.41,1768.735,0,0.0,0.0,1,635.84,635.84,0,0.0,0.0,254.7439285714285,0.0,0.4615384615384615,0.0,0.021344275540128,0.0,179.25,0.0,2176.5525,0.0,853.75,0.0,635.84,0.0,2021-03-19,202103
49f2cce2-3d7b-4cfd-aec8-ffa7c5f78728,FEMALE,central_mexico,22,0,2,95.0,47.5,0,0.0,0.0,5,1366.0,273.2,0,0.0,0.0,4,1177.0,294.25,2,220.0,110.0,0,0.0,0.0,0,0.0,0.0,155.8821428571429,41.25,0.8,0.0,0.1141157707592554,0.0,47.5,0.0,294.25,110.0,304.0,0.0,0.0,0.0,2021-04-05,202104
ee3bc2fc-6914-4171-8f03-9f38ddd7cff1,MALE,central_mexico,30,0,2,99.9,49.95,0,0.0,0.0,1,50.0,50.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,61.37500000000001,0.0,0.0,0.0,1.2275,0.0,49.95,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2021-03-24,202103
dfa0d167-f57e-4035-a6be-48af3119aefd,MALE,north_mexico,34,0,0,0.0,0.0,0,0.0,0.0,3,3652.0,1217.3333333333333,2,100.0,50.0,2,2021.0,1010.5,2,100.0,50.0,1,1630.74,1630.74,0,0.0,0.0,78.56928571428583,28.181818181818183,0.6666666666666666,1.0,0.0215140431857299,0.2818181818181818,0.0,0.0,1010.5,50.0,1217.3333333333333,50.0,1630.74,0.0,2021-01-21,202101
c1845146-00a8-4420-b7e8-4b062d8f4c68,MALE,central_mexico,23,0,29,2274.0,78.41379310344827,10,449.0,44.9,8,2280.0,285.0,3,455.0,151.66666666666666,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,128.92857142857142,65.07142857142857,0.0,0.0,0.056547619047619,0.1430141287284144,124.2,44.25,0.0,0.0,280.7142857142857,151.66666666666666,0.0,0.0,2021-03-08,202103
f8e69570-e194-4849-868f-cc4b87c350ba,MALE,central_mexico,23,0,1,10.0,10.0,0,0.0,0.0,11,4453.76,404.8872727272728,3,187.0,62.333333333333336,6,4194.76,699.1266666666667,3,187.0,62.333333333333336,0,0.0,0.0,0,0.0,0.0,0.875,0.0,0.5454545454545454,1.0,0.0001964632131053,0.0,10.0,0.0,487.45200000000006,62.333333333333336,391.02833333333336,62.333333333333336,0.0,0.0,2021-04-19,202104
4340b49e-efe5-456b-8308-4260afa6c498,MALE,golfo,22,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-26,202102
9898d5ff-d28f-4da7-a221-2c21a7171106,MALE,central_mexico,26,0,8,1964.24,245.53,4,692.7,173.175,6,7633.0,1272.1666666666667,3,801.0,267.0,13,5654.0,434.9230769230769,1,42.0,42.0,0,0.0,0.0,0,0.0,0.0,1496.0821428571437,98.69090909090907,2.1666666666666665,0.3333333333333333,0.1960018528569558,0.1232096243332198,301.295,223.515,434.75,42.0,1817.75,275.25,0.0,0.0,2021-02-03,202102
ad4fbdc4-0629-4069-8e6c-fd6b4d2c27cb,MALE,central_mexico,21,1,19,2104.1000000000004,110.74210526315792,1,42.8,42.8,6,5129.0,854.8333333333334,1,100.0,100.0,2,99.0,49.5,0,0.0,0.0,2,3269.36,1634.6799999999998,0,0.0,0.0,392.06892857142856,100.0,0.3333333333333333,0.0,0.0764415926245717,1.0,77.84,42.8,49.5,0.0,692.4,100.0,1634.68,0.0,2020-12-14,202012
697f4bad-3ce2-45d5-8da8-6946cf8c255e,MALE,central_mexico,34,1,7,2901.48,414.4971428571428,8,2030.33,253.79125,8,2922.38,365.2975,12,3004.3300000000004,250.36083333333332,3,146.16,48.72,5,1350.55,270.11,0,0.0,0.0,0,0.0,0.0,199.6878571428571,253.5359090909091,0.375,0.4166666666666667,0.0683305583609445,0.084390166556573,438.515,206.062,48.72,270.11,424.7533333333333,261.68,0.0,0.0,2021-02-18,202102
89a30526-6651-4f24-9a6e-c3373dd3e7bf,MALE,central_mexico,47,1,2,587.8,293.9,0,0.0,0.0,12,14350.0,1195.8333333333333,0,0.0,0.0,7,11400.0,1628.571428571429,0,0.0,0.0,2,1061.48,530.74,0,0.0,0.0,206.7842857142857,0.0,0.5833333333333334,0.0,0.0144100547536087,0.0,293.9,0.0,1155.0,0.0,711.4280000000001,0.0,530.74,0.0,2021-03-18,202103
d514bc38-5e97-4c47-9017-b17eafcaf5a9,MALE,north_mexico,21,1,2,392.41,196.205,0,0.0,0.0,8,5740.0,717.5,7,8600.0,1228.571428571429,10,5661.12,566.112,7,1863.0,266.1428571428572,3,3742.22,1247.4066666666668,2,2761.48,1380.74,3376.5053571428552,1692.2707142857143,1.25,1.0,0.5882413514186159,0.1967756644518272,196.21,0.0,627.9022222222222,248.8,481.334,862.5,1247.4066666666668,1380.74,2020-12-11,202012
4f6b38e7-3cee-47b1-9275-e86e3c463e0b,MALE,pacific,30,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29.66999999999999,29.66999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-04-23,202104
